"bean.JPG","Cloud Gate in Chicago 2017."
"marimba.jpg","Me playing marimba in high school."
"family.jpg","Family photo on the beach."
"girlfriend.JPG","My girlfriend and me!"
"percstud.jpg","My friends supporting me at my percussion studio concert."
